id;url;Perfume;Brand;Country;Gender;RatingValue;RatingCount;releaseYear;PerfumeTop;PerfumeMiddle;PerfumeBase;Perfumer1;Perfumer2;MainAccord1;MainAccord2;MainAccord3;MainAccord4;MainAccord5;caminho_imagem_local;Perfumes-seletos;Longevidade;Sillage;Genero;Genero_Voto;Preco_Voto;Imagem_URL
5158;https://www.fragrantica.com/perfume/jean-paul-gaultier/classique-summer-edition-2014-24065.html;classique-summer-edition-2014;jean-paul-gaultier;France;women;376;87;20140.0;rose, mandarin orange, orange blossom, lemon, clementine;white iris, jasmine sambac, ylang-ylang, lily-of-the-valley;vanilla absolute, amber, musk;unknown;;citrus;white floral;rose;sweet;powdery;downloaded_images\5158_classique_summer_edition_2014.jpg;jean-paul-gaultier;ERRO;Moderate;Feminino;;;
5159;https://www.fragrantica.com/perfume/jean-paul-gaultier/ma-dame-3681.html;ma-dame;jean-paul-gaultier;France;women;376;2290;20080.0;orange;grenadine, rose;musk, virginia cedar;francis kurkdjian;;sweet;fruity;citrus;rose;musky;downloaded_images\5159_ma_dame.jpg;jean-paul-gaultier;ERRO;Moderate;Feminino;;;
5165;https://www.fragrantica.com/perfume/lattafa-perfumes/sakeena-85094.html;sakeena;lattafa-perfumes;UAE;women;376;229;20220.0;passionfruit, ozonic notes, mandarin orange;raspberry, rose, orange blossom, sea salt;praline, toffee, vanilla, musk;unknown;;sweet;fruity;rose;vanilla;tropical;downloaded_images\5165_sakeena.jpg;lattafa-perfumes;ERRO;Moderate;Feminino;;;
5172;https://www.fragrantica.com/perfume/natura/banho-de-chuva-34144.html;banho-de-chuva;natura;Brazil;women;376;59;20150.0;watery notes;floral notes;woodsy notes;ver�nica kato;;floral;aquatic;fresh;woody;;downloaded_images\5172_banho_de_chuva.jpg;natura;ERRO;Intimate;Feminino;;;
5173;https://www.fragrantica.com/perfume/natura/loucuras-de-humor-49027.html;loucuras-de-humor;natura;Brazil;women;376;135;20170.0;grapefruit, red apple, mandarin orange, pink pepper;litchi, raspberry, heliotrope, jasmine sambac, mimosa;coumarin, vanilla, sandalwood, benzoin, cedar;unknown;;fruity;citrus;sweet;vanilla;powdery;downloaded_images\5173_loucuras_de_humor.jpg;natura;ERRO;Moderate;Feminino;;;
5174;https://www.fragrantica.com/perfume/natura/kaiak-ultra-feminino-54303.html;kaiak-ultra-feminino;natura;Brazil;women;376;127;20190.0;watery notes, citruses, anise, bergamot, aldehydes, styrax;lavender, jasmine, rose, violet;musk, cashmeran, cedar, moss, sandalwood, amber;unknown;;citrus;fresh;woody;musky;aquatic;downloaded_images\5174_kaiak_ultra_feminino.jpg;natura;ERRO;Moderate;Feminino;;;
5175;https://www.fragrantica.com/perfume/o-boticario/make-b-barbie-edition-40918.html;make-b-barbie-edition;o-boticario;Brazil;women;376;79;20160.0;citruses;rose, jasmine;musk, amber;unknown;;rose;musky;citrus;powdery;amber;downloaded_images\5175_make_b_barbie_edition.jpg;o-boticario;ERRO;Moderate;Feminino;;;
5194;https://www.fragrantica.com/perfume/yves-saint-laurent/black-opium-eau-de-toilette-2018-48042.html;black-opium-eau-de-toilette-2018;yves-saint-laurent;France;women;376;364;20180.0;pear, coffee, lemon, bergamot;jasmine sambac, orange blossom;patchouli, cedar, musk;unknown;;citrus;white floral;coffee;woody;warm spicy;downloaded_images\5194_black_opium_eau_de_toilette_2018.jpg;yves-saint-laurent;ERRO;Intimate;Feminino;;;
5277;https://www.fragrantica.com/perfume/in-the-box/sauvegy-64589.html;sauvegy;in-the-box;Brazil;men;376;29;20190.0;pepper, calabrian bergamot;lavender, sichuan pepper, pink pepper, geranium, elemi, vetiver, patchouli;ambroxan, cedar, labdanum;unknown;;fresh spicy;amber;lavender;aromatic;musky;downloaded_images\5277_sauvegy.jpg;in-the-box;ERRO;Strong;Masculino;;;
5315;https://www.fragrantica.com/perfume/thera-cosmeticos/bacco-56499.html;bacco;thera-cosmeticos;Brazil;men;376;50;20170.0;orange, tangerine, aldehydes, sea notes;neroli, pepper, cedar;tonka bean, vanilla, vetiver, white musk, amber, elemi resin;m�rio torri neto;;citrus;aromatic;vanilla;sweet;aldehydic;downloaded_images\5315_bacco.jpg;thera-cosmeticos;ERRO;Moderate;Masculino;;;
5414;https://www.fragrantica.com/perfume/dior/j-adore-collector-anniversary-edition-7023.html;j-adore-collector-anniversary-edition;dior;France;women;377;83;20090.0;melon, pear, magnolia, peach, bergamot;jasmine, freesia, rose, tuberose, orchid, lily-of-the-valley, violet, plum;sandalwood, vanilla, musk, cedar;unknown;;floral;white floral;fruity;sweet;fresh;downloaded_images\5414_j_adore_collector_anniversary_edition.jpg;dior;ERRO;Moderate;Feminino;;;
5439;https://www.fragrantica.com/perfume/jean-paul-gaultier/classique-summer-fragrance-2009-5788.html;classique-summer-fragrance-2009;jean-paul-gaultier;France;women;377;95;20090.0;clementine, african orange flower, amalfi lemon, star anise, rose;ylang-ylang, ginger, jasmine, orchid, lily-of-the-valley, iris;vanilla, amber;unknown;;citrus;white floral;sweet;floral;powdery;downloaded_images\5439_classique_summer_fragrance_2009.jpg;jean-paul-gaultier;ERRO;Moderate;;;;
5458;https://www.fragrantica.com/perfume/o-boticario/egeo-e-joy-90225.html;egeo-e-joy;o-boticario;Brazil;unisex;377;120;20240.0;pear, cardamom, orange;caramel, lavender, sage, popcorn;amber, woodsy notes, patchouli;unknown;;aromatic;woody;warm spicy;sweet;amber;downloaded_images\5458_egeo_e_joy.jpg;o-boticario;ERRO;Moderate;Unissex;;;
5459;https://www.fragrantica.com/perfume/o-boticario/floratta-buque-de-flores-41729.html;floratta-buque-de-flores;o-boticario;Brazil;women;377;105;20160.0;freesia, grapefruit, lemon, red berries;jasmine, orange blossom, narcissus, iris, rose;amber, musk, patchouli, vanilla, benzoin, sandalwood;unknown;;citrus;floral;white floral;powdery;amber;downloaded_images\5459_floratta_buque_de_flores.jpg;o-boticario;ERRO;Intimate;Feminino;;;
5460;https://www.fragrantica.com/perfume/o-boticario/malbec-elegant-83898.html;malbec-elegant;o-boticario;Brazil;men;377;141;20230.0;mandarin orange, juniper, pepper;floral notes, woody notes, geranium;light amber, akigalawood, cedar;christophe raynaud;hernan f�goli;woody;fresh spicy;aromatic;floral;amber;downloaded_images\5460_malbec_elegant.jpg;o-boticario;ERRO;Moderate;Masculino;;;
5461;https://www.fragrantica.com/perfume/o-boticario/men-32149.html;men;o-boticario;Brazil;men;377;142;20150.0;watery notes, lime, bergamot, sicilian lemon, black, pink pepper, spices, cardamom;lavender, violet, basil, nutmeg, geranium, lily-of-the-valley;leather, musk, rock rose, amber, oakmoss, labdanum, sandalwood, coumarin;francisco marano;;citrus;fresh spicy;aromatic;aquatic;fresh;downloaded_images\5461_men.jpg;o-boticario;ERRO;Moderate;Masculino;;;
5462;https://www.fragrantica.com/perfume/paco-rabanne/1-million-eau-de-toilette-collector-edition-47198.html;1-million-eau-de-toilette-collector-edition;paco-rabanne;Spain;men;377;35;20170.0;grapefruit, mint, blood mandarin;cinnamon, spices, rose;leather, woody notes, indian patchouli, amber;unknown;;citrus;warm spicy;woody;leather;green;downloaded_images\5462_1_million_eau_de_toilette_collector_edit.jpg;paco-rabanne;ERRO;Moderate;Masculino;;;
5464;https://www.fragrantica.com/perfume/prada/prada-candy-12426.html;prada-candy;prada;Italy;women;377;15060;20110.0;caramel;powdery notes, musk;benzoin, vanilla;daniela (roche) andrier;;caramel;powdery;amber;sweet;vanilla;downloaded_images\5464_prada_candy.jpg;prada;ERRO;Moderate;Feminino;;;
5477;https://www.fragrantica.com/perfume/yves-saint-laurent/mon-paris-38914.html;mon-paris;yves-saint-laurent;France;women;377;8072;20160.0;strawberry, raspberry, pear, orange, tangerine, calabrian bergamot, calone;peony, jasmine sambac, chinese jasmine, datura, orange blossom;indonesian patchouli leaf, patchouli, white musk, vanila, ambroxan, moss, cedar;unknown;;fruity;sweet;fresh;patchouli;white floral;downloaded_images\5477_mon_paris.jpg;yves-saint-laurent;ERRO;Moderate;Feminino;;;
5478;https://www.fragrantica.com/perfume/yves-saint-laurent/mon-paris-star-edition-43807.html;mon-paris-star-edition;yves-saint-laurent;France;women;377;26;20170.0;red berries, bergamot;datura, jasmine;patchouli, white musk;unknown;;fruity;white floral;patchouli;musky;sweet;downloaded_images\5478_mon_paris_star_edition.jpg;yves-saint-laurent;ERRO;Moderate;Feminino;;;
5479;https://www.fragrantica.com/perfume/yves-saint-laurent/parisienne-6493.html;parisienne;yves-saint-laurent;France;women;377;6219;20090.0;blackberry, cranberry, vinyl;damask rose, violet, peony;musk, sandalwood, vetyver, patchouli;sophia grojsman;sophie labb�;fruity;rose;floral;violet;powdery;downloaded_images\5479_parisienne.jpg;yves-saint-laurent;ERRO;Moderate;Feminino;;;
5506;https://www.fragrantica.com/perfume/amyi/amyi-3-17-78459.html;amyi-3-17;amyi;Brazil;unisex;377;43;20220.0;thyme;rose petals, ylang-ylang, cumin, labdanum;sweat, animal notes, sandalwood;maria fernanda faigle;;animalic;woody;rose;yellow floral;musky;downloaded_images\5506_amyi_3_17.jpg;amyi;ERRO;Strong;Unissex;;;
5525;https://www.fragrantica.com/perfume/al-wataniah/alya-64577.html;alya;al-wataniah;UAE;women;377;35;;strawberry, litchi, mandarin orange, cassis;rose, magnolia, peach, freesia, casablanca lily;dark chocolate, sandalwood, patchouli, ambrette (musk mallow);unknown;;fruity;woody;warm spicy;sweet;floral;downloaded_images\5525_alya.jpg;al-wataniah;ERRO;Strong;Feminino;;;
5595;https://www.fragrantica.com/perfume/thera-cosmeticos/therena-57269.html;therena;thera-cosmeticos;Brazil;women;377;52;20180.0;rose, floral notes;light amber;woodsy notes;m�rio torri neto;;floral;rose;woody;amber;;downloaded_images\5595_therena.jpg;thera-cosmeticos;ERRO;Strong;Feminino;;;
5601;https://www.fragrantica.com/perfume/sapientiae-niche/marvelous-56913.html;marvelous;sapientiae-niche;Brazil;unisex;377;43;20180.0;vanilla;iris;caramel, musk;sanderson santana;;iris;powdery;caramel;violet;musky;downloaded_images\5601_marvelous.jpg;sapientiae-niche;ERRO;Strong;Unissex;;;
5660;https://www.fragrantica.com/perfume/al-haramain-perfumes/l-aventure-blanche-45688.html;l-aventure-blanche;al-haramain-perfumes;UAE;women;378;293;20170.0;lemon, bergamot, lavender, rose;black currant, jasmine, orris, lily-of-the-valley;sandalwood, amber;unknown;;citrus;white floral;aromatic;woody;fruity;downloaded_images\5660_l_aventure_blanche.jpg;al-haramain-perfumes;ERRO;Moderate;Feminino;;;
5661;https://www.fragrantica.com/perfume/al-haramain-perfumes/amber-21779.html;amber;al-haramain-perfumes;UAE;unisex;378;155;;spicy notes, saffron, cloves, geranium, lemon, lavender;sandalwood, rose, cedar, orris, artemisia;amber, patchouli, labdanum, guaiac wood, sandalwood, musk, amyris;unknown;;woody;warm spicy;amber;patchouli;aromatic;downloaded_images\5661_amber.jpg;al-haramain-perfumes;ERRO;Moderate;Unissex;;;
5663;https://www.fragrantica.com/perfume/armaf/club-de-nuit-intense-man-limited-edition-parfum-2024-91004.html;club-de-nuit-intense-man-limited-edition-parfum-2024;armaf;UAE;men;378;36;20240.0;pineapple, black pepper, pink pepper, lemon, bergamot, lime;rose, jasmine, lily-of-the-valley, freesia;ambroxan, white musk, leather, cedar, patchouli, ambergris;unknown;;citrus;sweet;fresh spicy;musky;fruity;downloaded_images\5663_club_de_nuit_intense_man_limited_edition.jpg;armaf;ERRO;Moderate;Masculino;;;
5681;https://www.fragrantica.com/perfume/bvlgari/goldea-31538.html;goldea;bvlgari;Italy;women;378;1538;20150.0;musk, raspberry, orange blossom, bergamot;ylang-ylang, musk, jasmine;amber, musk, patchouli, papyrus;alberto morillas;;sweet;white floral;woody;yellow floral;amber;downloaded_images\5681_goldea.jpg;bvlgari;ERRO;Moderate;Feminino;;;
5692;https://www.fragrantica.com/perfume/dior/j-adore-210.html;j-adore;dior;France;women;378;25013;19990.0;pear, melon, magnolia, peach, mandarin orange, bergamot;jasmine, lily-of-the-valley, tuberose, freesia, rose, orchid, plum, violet;musk, vanilla, blackberry, cedar;calice becker;;white floral;floral;fruity;sweet;fresh;downloaded_images\5692_j_adore.jpg;dior;ERRO;Moderate;Feminino;;;
5719;https://www.fragrantica.com/perfume/lattafa-perfumes/24-carat-pure-gold-25821.html;24-carat-pure-gold;lattafa-perfumes;UAE;unisex;378;183;;agarwood (oud), saffron, cinnamon;rose, sandalwood;leather, incense, musk, amber, vanilla;unknown;;warm spicy;leather;oud;amber;smoky;downloaded_images\5719_24_carat_pure_gold.jpg;lattafa-perfumes;ERRO;Strong;Unissex;;;
5720;https://www.fragrantica.com/perfume/lattafa-perfumes/asad-zanzibar-90713.html;asad-zanzibar;lattafa-perfumes;UAE;men;378;700;20240.0;lavender, black pepper;coconut water, iris, salt;vanilla, incense;fanny bal;;vanilla;iris;powdery;lavender;fresh spicy;downloaded_images\5720_asad_zanzibar.jpg;lattafa-perfumes;ERRO;Strong;Unissex;;;
5739;https://www.fragrantica.com/perfume/natura/kaiak-o2-87211.html;kaiak-o2;natura;Brazil;men;378;114;20230.0;lemon, watery notes, lavender, grapefruit, mint, juniper, apple, ginger, black pepper, pepper, cardamom, priprioca;pine, geranium, cedar, violet;moss, patchouli, vetiver, sandalwood, amber;ver�nica kato;;aromatic;fresh spicy;citrus;woody;warm spicy;downloaded_images\5739_kaiak_o2.jpg;natura;ERRO;Moderate;Masculino;;;
5740;https://www.fragrantica.com/perfume/natura/vovo-26180.html;vovo;natura;Brazil;women;378;68;20110.0;pear, cardamom, bergamot;rose, lily-of-the-valley, pear blossom;musk, amber, heliotrope;ver�nica kato;;rose;musky;aromatic;woody;powdery;downloaded_images\5740_vovo.jpg;natura;ERRO;Moderate;Feminino;;;
5742;https://www.fragrantica.com/perfume/o-boticario/accordes-lumiere-silver-12538.html;accordes-lumiere-silver;o-boticario;Brazil;women;378;36;20110.0;grapefruit, bergamot, mandarin orange, pear;tiare flower, red berries, lily-of-the-valley, green notes, jasmine;benzoin, amber, virginia cedar, musk;carmita magalhaes;marie salamagne;amber;citrus;white floral;fruity;sweet;downloaded_images\5742_accordes_lumiere_silver.jpg;o-boticario;ERRO;Moderate;Feminino;;;
5743;https://www.fragrantica.com/perfume/o-boticario/arbo-botanic-67268.html;arbo-botanic;o-boticario;Brazil;men;378;171;20210.0;green notes, lemon, bergamot, ginger, pink pepper;lavender, cypress, geranium, violet;musk, cedar, amber, vetiver, olibanum;ver�nica casanova;;aromatic;green;citrus;fresh spicy;woody;downloaded_images\5743_arbo_botanic.jpg;o-boticario;ERRO;Moderate;Masculino;;;
5744;https://www.fragrantica.com/perfume/o-boticario/capricho-tenho-super-poderes-69632.html;capricho-tenho-super-poderes;o-boticario;Brazil;women;378;55;20200.0;red fruits, green notes, bergamot, pepper, mint;almond, jasmine, freesia;musk, cedar, sandalwood, vanilla, amber;unknown;;green;fresh spicy;fruity;woody;powdery;downloaded_images\5744_capricho_tenho_super_poderes.jpg;o-boticario;ERRO;Intimate;Feminino;;;
5745;https://www.fragrantica.com/perfume/o-boticario/intense-gloss-65987.html;intense-gloss;o-boticario;Brazil;women;378;90;20210.0;raspberry, orange, mandarin orange, grapefruit;milk, violet, pear, lotus, jasmine, lily-of-the-valley, osmanthus;vanilla, norlimbanol?, sandalwood, tonka bean, cashmere wood, amber, musk, cedar;unknown;;fruity;sweet;lactonic;powdery;amber;downloaded_images\5745_intense_gloss.jpg;o-boticario;ERRO;Intimate;Feminino;;;
5746;https://www.fragrantica.com/perfume/o-boticario/men-only-38547.html;men-only;o-boticario;Brazil;men;378;174;20160.0;tangerine, ginger, mint, black pepper, thyme;amber, peach, basil, vetiver, violet leaf;vanilla, tonka bean, guaiac wood, leather, musk, cashmere wood;francisco marano;;amber;aromatic;citrus;vanilla;fresh spicy;downloaded_images\5746_men_only.jpg;o-boticario;ERRO;Moderate;Masculino;;;
5747;https://www.fragrantica.com/perfume/o-boticario/rose-60778.html;rose;o-boticario;Brazil;women;378;245;20200.0;damask rose, bergamot;bourbon rose, white rose, labdanum;rosa rubiginosa, patchouli, oakmoss;marilia zavisas duarte;;rose;floral;woody;earthy;patchouli;downloaded_images\5747_rose.jpg;o-boticario;ERRO;Moderate;Feminino;;;
5749;https://www.fragrantica.com/perfume/paco-rabanne/lady-million-absolutely-gold-15952.html;lady-million-absolutely-gold;paco-rabanne;Spain;women;378;201;20120.0;raspberry;jasmine, orange blossom;cashmeran, neroli;unknown;;white floral;fruity;sweet;citrus;woody;downloaded_images\5749_lady_million_absolutely_gold.jpg;paco-rabanne;ERRO;Strong;Feminino;;;
5839;https://www.fragrantica.com/perfume/in-the-box/pride-l-homme-64371.html;pride-l-homme;in-the-box;Brazil;men;378;49;20180.0;neroli, pepper;iris, violet, geranium, amber;cedar, patchouli;unknown;;woody;powdery;violet;iris;fresh spicy;downloaded_images\5839_pride_l_homme.jpg;in-the-box;ERRO;Moderate;Masculino;;;
5934;https://www.fragrantica.com/perfume/al-haramain-perfumes/mashkoor-22929.html;mashkoor;al-haramain-perfumes;UAE;women;378;58;;almond, poppy, mandarin orange;white lily, orchid, peony;woody notes, rose, heliotrope, musk, ylang-ylang;unknown;;floral;almond;woody;sweet;powdery;downloaded_images\5934_mashkoor.jpg;al-haramain-perfumes;ERRO;Moderate;Feminino;;;
5938;https://www.fragrantica.com/perfume/armaf/club-de-nuit-intense-woman-perfume-oil-88209.html;club-de-nuit-intense-woman-perfume-oil;armaf;UAE;women;379;33;20220.0;rose, saffron, geranium;nutmeg, caraway, pepper, violet;patchouli, amber, oud, vanilla;unknown;;fresh spicy;rose;warm spicy;patchouli;woody;downloaded_images\5938_club_de_nuit_intense_woman_perfume_oil.jpg;armaf;ERRO;Strong;Unissex;;;
5939;https://www.fragrantica.com/perfume/armaf/tres-bon-27710.html;tres-bon;armaf;UAE;men;379;80;;spicy notes, bergamot, lemon;violet, lavender, pink pepper;sandalwood, musk, vanilla, amber;unknown;;powdery;citrus;woody;violet;musky;downloaded_images\5939_tres_bon.jpg;armaf;ERRO;Strong;Masculino;;;
5969;https://www.fragrantica.com/perfume/dior/j-adore-in-joy-43704.html;j-adore-in-joy;dior;France;women;379;1806;20170.0;sea salt;jasmine sambac, ylang-ylang, neroli, tuberose;peach;fran�ois demachy;;white floral;salty;fruity;yellow floral;sweet;downloaded_images\5969_j_adore_in_joy.jpg;dior;ERRO;Moderate;Feminino;;;
5970;https://www.fragrantica.com/perfume/dior/j-adore-infinissime-62638.html;j-adore-infinissime;dior;France;women;379;1858;20200.0;blood orange, pink pepper, bergamot;tuberose, jasmine sambac, ylang-ylang, lily-of-the-valley, rose;sandalwood;fran�ois demachy;;white floral;tuberose;woody;yellow floral;citrus;downloaded_images\5970_j_adore_infinissime.jpg;dior;ERRO;Moderate;Feminino;;;
5980;https://www.fragrantica.com/perfume/giorgio-armani/emporio-armani-diamonds-for-women-summer-edition-8439.html;emporio-armani-diamonds-for-women-summer-edition;giorgio-armani;Italy;women;379;86;20100.0;litchi, raspberry;rose, peony;musk, woodsy notes, amber;unknown;;fruity;rose;floral;fresh;musky;downloaded_images\5980_emporio_armani_diamonds_for_women_summer.jpg;giorgio-armani;ERRO;Intimate;Feminino;;;
5991;https://www.fragrantica.com/perfume/jean-paul-gaultier/classique-alcohol-free-summer-fragrance-2006-429.html;classique-alcohol-free-summer-fragrance-2006;jean-paul-gaultier;France;women;379;58;20060.0;orange blossom, clementine, sicilian lemon;ylang-ylang, iris, jasmine, lily-of-the-valley;vanilla, musk, amber;unknown;;citrus;white floral;sweet;powdery;vanilla;downloaded_images\5991_classique_alcohol_free_summer_fragrance_.jpg;jean-paul-gaultier;ERRO;Moderate;Feminino;;;
